shipment_id,user_id,kota_asal,kota_tujuan,berat_kg,panjang_cm,lebar_cm,tinggi_cm,berat_volume_kg,harga_jual_produk,jenis_layanan,tarif_ongkir,estimasi_sla,persentase_ongkir,selisih_harga_layanan,selisih_waktu_sla_hari,is_recommended,alasan_rekomendasi,timestamp_cek,frekuensi_cek_bulanan,flag_upsell_bisnisaja
SHP00031,UMKM_1488,Banjarmasin,Depok,3.82,45,17,12,1.53,200000,Reguler,25000,2-3 Hari,12.5,6000,2.2,False,Reguler bukan pilihan optimal: ongkir 12.5% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-09 21:42:00,34,True
SHP00032,UMKM_6977,Bandung,Samarinda,6.92,38,18,20,2.28,75000,Ekonomi,27000,3-5 Hari,36.0,0,3.0,False,Ekonomi bukan pilihan optimal: ongkir 36.0% dari harga jual dengan selisih waktu 3.0 hari dari opsi tercepat,2026-09-03 22:40:00,16,False
SHP00032,UMKM_6977,Bandung,Samarinda,6.92,38,18,20,2.28,75000,Reguler,36000,2-3 Hari,48.0,9000,1.5,False,Reguler bukan pilihan optimal: ongkir 48.0% dari harga jual dengan selisih waktu 1.5 hari dari opsi tercepat,2026-09-03 22:40:00,16,False
SHP00032,UMKM_6977,Bandung,Samarinda,6.92,38,18,20,2.28,75000,Next Day,57500,1 Hari,76.67,30500,0.0,False,Next Day bukan pilihan optimal: ongkir 76.67% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-09-03 22:40:00,16,False
SHP00033,UMKM_9279,Yogyakarta,Denpasar,2.69,44,12,13,1.14,35000,Next Day,42500,1 Hari,121.43,22500,0.7,False,Next Day bukan pilihan optimal: ongkir 121.43% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-15 19:44:00,10,False
SHP00033,UMKM_9279,Yogyakarta,Denpasar,2.69,44,12,13,1.14,35000,Reguler,26500,2-3 Hari,75.71,6500,2.2,False,Reguler bukan pilihan optimal: ongkir 75.71% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-15 19:44:00,10,False
SHP00033,UMKM_9279,Yogyakarta,Denpasar,2.69,44,12,13,1.14,35000,Ekonomi,20000,3-5 Hari,57.14,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 57.14% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-15 19:44:00,10,False
SHP00033,UMKM_9279,Yogyakarta,Denpasar,2.69,44,12,13,1.14,35000,Same Day,63500,Beberapa Jam,181.43,43500,0.0,False,Same Day bukan pilihan optimal: ongkir 181.43% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-15 19:44:00,10,False
SHP00034,UMKM_8359,Tangerang,Malang,3.44,23,36,31,4.28,150000,Ekonomi,21000,3-5 Hari,14.0,0,3.0,True,"Gunakan Ekonomi karena tarif paling hemat (14.0% dari harga jual), hemat sekitar 53% dibanding opsi lain",2026-09-07 07:54:00,37,True
SHP00034,UMKM_8359,Tangerang,Malang,3.44,23,36,31,4.28,150000,Reguler,28000,2-3 Hari,18.67,7000,1.5,False,Reguler bukan pilihan optimal: ongkir 18.67% dari harga jual dengan selisih waktu 1.5 hari dari opsi tercepat,2026-09-07 07:54:00,37,True
SHP00034,UMKM_8359,Tangerang,Malang,3.44,23,36,31,4.28,150000,Next Day,45000,1 Hari,30.0,24000,0.0,False,Next Day bukan pilihan optimal: ongkir 30.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-09-07 07:54:00,37,True
SHP00035,UMKM_7873,Samarinda,Palembang,6.86,36,27,39,6.32,500000,Ekonomi,25000,3-5 Hari,5.0,0,3.0,True,"Gunakan Ekonomi karena tarif paling hemat (5.0% dari harga jual), hemat sekitar 53% dibanding opsi lain",2026-08-15 22:14:00,18,False
SHP00035,UMKM_7873,Samarinda,Palembang,6.86,36,27,39,6.32,500000,Reguler,33500,2-3 Hari,6.7,8500,1.5,False,Reguler bukan pilihan optimal: ongkir 6.7% dari harga jual dengan selisih waktu 1.5 hari dari opsi tercepat,2026-08-15 22:14:00,18,False
SHP00035,UMKM_7873,Samarinda,Palembang,6.86,36,27,39,6.32,500000,Next Day,53500,1 Hari,10.7,28500,0.0,False,Next Day bukan pilihan optimal: ongkir 10.7% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-15 22:14:00,18,False
SHP00036,UMKM_8359,Padang,Banjarmasin,6.43,20,36,34,4.08,35000,Reguler,27000,2-3 Hari,77.14,7000,2.2,False,Reguler bukan pilihan optimal: ongkir 77.14% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-09-09 07:58:00,26,True
SHP00036,UMKM_8359,Padang,Banjarmasin,6.43,20,36,34,4.08,35000,Ekonomi,20000,3-5 Hari,57.14,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 57.14% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-09-09 07:58:00,26,True
SHP00036,UMKM_8359,Padang,Banjarmasin,6.43,20,36,34,4.08,35000,Next Day,43000,1 Hari,122.86,23000,0.7,False,Next Day bukan pilihan optimal: ongkir 122.86% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-09-09 07:58:00,26,True
SHP00036,UMKM_8359,Padang,Banjarmasin,6.43,20,36,34,4.08,35000,Same Day,65000,Beberapa Jam,185.71,45000,0.0,False,Same Day bukan pilihan optimal: ongkir 185.71% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-09-09 07:58:00,26,True
SHP00037,UMKM_5554,Malang,Bandung,0.59,34,20,18,2.04,200000,Ekonomi,20000,3-5 Hari,10.0,0,3.0,True,"Gunakan Ekonomi karena tarif paling hemat (10.0% dari harga jual), hemat sekitar 53% dibanding opsi lain",2026-08-21 17:48:00,25,True
SHP00037,UMKM_5554,Malang,Bandung,0.59,34,20,18,2.04,200000,Next Day,42500,1 Hari,21.25,22500,0.0,False,Next Day bukan pilihan optimal: ongkir 21.25% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-21 17:48:00,25,True
SHP00037,UMKM_5554,Malang,Bandung,0.59,34,20,18,2.04,200000,Reguler,26500,2-3 Hari,13.25,6500,1.5,False,Reguler bukan pilihan optimal: ongkir 13.25% dari harga jual dengan selisih waktu 1.5 hari dari opsi tercepat,2026-08-21 17:48:00,25,True
SHP00038,UMKM_6514,Jakarta Selatan,Samarinda,4.41,32,17,9,0.82,15000,Next Day,33500,1 Hari,223.33,17500,0.7,False,Next Day bukan pilihan optimal: ongkir 223.33% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-02 14:12:00,2,False
SHP00038,UMKM_6514,Jakarta Selatan,Samarinda,4.41,32,17,9,0.82,15000,Reguler,21000,2-3 Hari,140.0,5000,2.2,False,Reguler bukan pilihan optimal: ongkir 140.0% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-02 14:12:00,2,False
SHP00038,UMKM_6514,Jakarta Selatan,Samarinda,4.41,32,17,9,0.82,15000,Same Day,50500,Beberapa Jam,336.67,34500,0.0,False,Same Day bukan pilihan optimal: ongkir 336.67% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-02 14:12:00,2,False
SHP00038,UMKM_6514,Jakarta Selatan,Samarinda,4.41,32,17,9,0.82,15000,Ekonomi,16000,3-5 Hari,106.67,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 106.67% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-02 14:12:00,2,False
SHP00039,UMKM_7201,Jakarta Barat,Solo,7.59,39,32,21,4.37,100000,Reguler,32500,2-3 Hari,32.5,8000,2.2,False,Reguler bukan pilihan optimal: ongkir 32.5% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-11 10:49:00,11,False
SHP00039,UMKM_7201,Jakarta Barat,Solo,7.59,39,32,21,4.37,100000,Same Day,78000,Beberapa Jam,78.0,53500,0.0,False,Same Day bukan pilihan optimal: ongkir 78.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-11 10:49:00,11,False
SHP00039,UMKM_7201,Jakarta Barat,Solo,7.59,39,32,21,4.37,100000,Ekonomi,24500,3-5 Hari,24.5,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 24.5% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-11 10:49:00,11,False
SHP00040,UMKM_7065,Medan,Solo,5.48,34,22,17,2.12,25000,Reguler,22500,2-3 Hari,90.0,5500,2.2,False,Reguler bukan pilihan optimal: ongkir 90.0% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-09-07 14:06:00,20,True
SHP00040,UMKM_7065,Medan,Solo,5.48,34,22,17,2.12,25000,Same Day,54000,Beberapa Jam,216.0,37000,0.0,False,Same Day bukan pilihan optimal: ongkir 216.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-09-07 14:06:00,20,True
SHP00040,UMKM_7065,Medan,Solo,5.48,34,22,17,2.12,25000,Ekonomi,17000,3-5 Hari,68.0,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 68.0% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-09-07 14:06:00,20,True
SHP00040,UMKM_7065,Medan,Solo,5.48,34,22,17,2.12,25000,Next Day,36000,1 Hari,144.0,19000,0.7,False,Next Day bukan pilihan optimal: ongkir 144.0% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-09-07 14:06:00,20,True
SHP00041,UMKM_2584,Balikpapan,Banjarmasin,3.09,42,30,26,5.46,15000,Ekonomi,26000,3-5 Hari,173.33,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 173.33% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-27 22:06:00,28,True
SHP00041,UMKM_2584,Balikpapan,Banjarmasin,3.09,42,30,26,5.46,15000,Same Day,83000,Beberapa Jam,553.33,57000,0.0,False,Same Day bukan pilihan optimal: ongkir 553.33% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-27 22:06:00,28,True
SHP00041,UMKM_2584,Balikpapan,Banjarmasin,3.09,42,30,26,5.46,15000,Reguler,34500,2-3 Hari,230.0,8500,2.2,False,Reguler bukan pilihan optimal: ongkir 230.0% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-27 22:06:00,28,True
SHP00042,UMKM_5552,Bandung,Samarinda,4.27,27,29,39,5.09,200000,Same Day,75500,Beberapa Jam,37.75,52000,0.0,False,Same Day bukan pilihan optimal: ongkir 37.75% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-30 20:52:00,38,True
SHP00042,UMKM_5552,Bandung,Samarinda,4.27,27,29,39,5.09,200000,Reguler,31500,2-3 Hari,15.75,8000,2.2,False,Reguler bukan pilihan optimal: ongkir 15.75% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-30 20:52:00,38,True
SHP00042,UMKM_5552,Bandung,Samarinda,4.27,27,29,39,5.09,200000,Ekonomi,23500,3-5 Hari,11.75,0,3.7,True,"Gunakan Ekonomi karena tarif paling hemat (11.75% dari harga jual), hemat sekitar 69% dibanding opsi lain",2026-08-30 20:52:00,38,True
SHP00043,UMKM_4257,Malang,Semarang,6.05,46,29,29,6.45,100000,Ekonomi,28000,3-5 Hari,28.0,0,1.5,False,Ekonomi bukan pilihan optimal: ongkir 28.0% dari harga jual dengan selisih waktu 1.5 hari dari opsi tercepat,2026-08-02 22:54:00,21,True
SHP00043,UMKM_4257,Malang,Semarang,6.05,46,29,29,6.45,100000,Reguler,37000,2-3 Hari,37.0,9000,0.0,False,Reguler bukan pilihan optimal: ongkir 37.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-02 22:54:00,21,True
SHP00044,UMKM_5557,Yogyakarta,Denpasar,2.38,48,32,22,5.63,300000,Ekonomi,25500,3-5 Hari,8.5,0,3.7,True,"Gunakan Ekonomi karena tarif paling hemat (8.5% dari harga jual), hemat sekitar 69% dibanding opsi lain",2026-08-01 13:05:00,16,False
SHP00044,UMKM_5557,Yogyakarta,Denpasar,2.38,48,32,22,5.63,300000,Next Day,54500,1 Hari,18.17,29000,0.7,False,Next Day bukan pilihan optimal: ongkir 18.17% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-01 13:05:00,16,False
SHP00044,UMKM_5557,Yogyakarta,Denpasar,2.38,48,32,22,5.63,300000,Reguler,34000,2-3 Hari,11.33,8500,2.2,False,Reguler bukan pilihan optimal: ongkir 11.33% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-01 13:05:00,16,False
SHP00044,UMKM_5557,Yogyakarta,Denpasar,2.38,48,32,22,5.63,300000,Same Day,81500,Beberapa Jam,27.17,56000,0.0,False,Same Day bukan pilihan optimal: ongkir 27.17% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-01 13:05:00,16,False
SHP00045,UMKM_3045,Banjarmasin,Bekasi,3.7,11,12,23,0.51,50000,Ekonomi,20000,3-5 Hari,40.0,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 40.0% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-26 14:19:00,38,True
SHP00045,UMKM_3045,Banjarmasin,Bekasi,3.7,11,12,23,0.51,50000,Same Day,65000,Beberapa Jam,130.0,45000,0.0,False,Same Day bukan pilihan optimal: ongkir 130.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-26 14:19:00,38,True
SHP00045,UMKM_3045,Banjarmasin,Bekasi,3.7,11,12,23,0.51,50000,Next Day,43000,1 Hari,86.0,23000,0.7,False,Next Day bukan pilihan optimal: ongkir 86.0% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-26 14:19:00,38,True
SHP00046,UMKM_5552,Manado,Tangerang,2.78,39,18,24,2.81,75000,Reguler,26000,2-3 Hari,34.67,6500,2.2,False,Reguler bukan pilihan optimal: ongkir 34.67% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-15 10:46:00,13,False
SHP00046,UMKM_5552,Manado,Tangerang,2.78,39,18,24,2.81,75000,Same Day,62500,Beberapa Jam,83.33,43000,0.0,False,Same Day bukan pilihan optimal: ongkir 83.33% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-15 10:46:00,13,False
SHP00046,UMKM_5552,Manado,Tangerang,2.78,39,18,24,2.81,75000,Ekonomi,19500,3-5 Hari,26.0,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 26.0% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-15 10:46:00,13,False
SHP00047,UMKM_2535,Surabaya,Samarinda,3.98,47,34,38,10.12,500000,Next Day,68000,1 Hari,13.6,36000,0.0,False,Next Day bukan pilihan optimal: ongkir 13.6% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-19 10:53:00,13,False
SHP00047,UMKM_2535,Surabaya,Samarinda,3.98,47,34,38,10.12,500000,Ekonomi,32000,3-5 Hari,6.4,0,3.0,True,"Gunakan Ekonomi karena tarif paling hemat (6.4% dari harga jual), hemat sekitar 53% dibanding opsi lain",2026-08-19 10:53:00,13,False
SHP00047,UMKM_2535,Surabaya,Samarinda,3.98,47,34,38,10.12,500000,Reguler,42500,2-3 Hari,8.5,10500,1.5,False,Reguler bukan pilihan optimal: ongkir 8.5% dari harga jual dengan selisih waktu 1.5 hari dari opsi tercepat,2026-08-19 10:53:00,13,False
SHP00048,UMKM_7873,Jakarta Selatan,Manado,4.37,27,11,8,0.4,300000,Reguler,32500,2-3 Hari,10.83,0,2.2,True,"Gunakan Reguler karena tarif paling hemat (10.83% dari harga jual), hemat sekitar 58% dibanding opsi lain",2026-08-19 11:40:00,32,True
SHP00048,UMKM_7873,Jakarta Selatan,Manado,4.37,27,11,8,0.4,300000,Same Day,78000,Beberapa Jam,26.0,45500,0.0,False,Same Day bukan pilihan optimal: ongkir 26.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-19 11:40:00,32,True
SHP00049,UMKM_9928,Bekasi,Depok,3.64,21,40,8,1.12,75000,Ekonomi,23000,3-5 Hari,30.67,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 30.67% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-31 10:52:00,5,False
SHP00049,UMKM_9928,Bekasi,Depok,3.64,21,40,8,1.12,75000,Reguler,30500,2-3 Hari,40.67,7500,2.2,False,Reguler bukan pilihan optimal: ongkir 40.67% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-31 10:52:00,5,False
SHP00049,UMKM_9928,Bekasi,Depok,3.64,21,40,8,1.12,75000,Same Day,73000,Beberapa Jam,97.33,50000,0.0,False,Same Day bukan pilihan optimal: ongkir 97.33% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-31 10:52:00,5,False
SHP00050,UMKM_7912,Jakarta Timur,Solo,7.6,15,17,12,0.51,300000,Ekonomi,29500,3-5 Hari,9.83,0,3.7,True,"Gunakan Ekonomi karena tarif paling hemat (9.83% dari harga jual), hemat sekitar 69% dibanding opsi lain",2026-08-27 14:49:00,34,True
SHP00050,UMKM_7912,Jakarta Timur,Solo,7.6,15,17,12,0.51,300000,Next Day,63000,1 Hari,21.0,33500,0.7,False,Next Day bukan pilihan optimal: ongkir 21.0% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-27 14:49:00,34,True
SHP00050,UMKM_7912,Jakarta Timur,Solo,7.6,15,17,12,0.51,300000,Same Day,95000,Beberapa Jam,31.67,65500,0.0,False,Same Day bukan pilihan optimal: ongkir 31.67% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-27 14:49:00,34,True
SHP00051,UMKM_5554,Bogor,Balikpapan,2.58,49,11,11,0.99,50000,Next Day,36000,1 Hari,72.0,13500,0.0,False,Next Day bukan pilihan optimal: ongkir 72.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-09-10 13:16:00,6,False
SHP00051,UMKM_5554,Bogor,Balikpapan,2.58,49,11,11,0.99,50000,Reguler,22500,2-3 Hari,45.0,0,1.5,False,Reguler bukan pilihan optimal: ongkir 45.0% dari harga jual dengan selisih waktu 1.5 hari dari opsi tercepat,2026-09-10 13:16:00,6,False
SHP00052,UMKM_6881,Jakarta Utara,Surabaya,0.22,38,32,35,7.09,75000,Ekonomi,29500,3-5 Hari,39.33,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 39.33% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-03 14:18:00,19,False
SHP00052,UMKM_6881,Jakarta Utara,Surabaya,0.22,38,32,35,7.09,75000,Reguler,39500,2-3 Hari,52.67,10000,2.2,False,Reguler bukan pilihan optimal: ongkir 52.67% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-03 14:18:00,19,False
SHP00052,UMKM_6881,Jakarta Utara,Surabaya,0.22,38,32,35,7.09,75000,Same Day,95000,Beberapa Jam,126.67,65500,0.0,False,Same Day bukan pilihan optimal: ongkir 126.67% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-03 14:18:00,19,False
SHP00052,UMKM_6881,Jakarta Utara,Surabaya,0.22,38,32,35,7.09,75000,Next Day,63000,1 Hari,84.0,33500,0.7,False,Next Day bukan pilihan optimal: ongkir 84.0% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-03 14:18:00,19,False
SHP00053,UMKM_5741,Pekanbaru,Bogor,5.36,22,23,12,1.01,300000,Reguler,30500,2-3 Hari,10.17,7500,0.0,True,Gunakan Reguler karena estimasi tercepat (2-3 Hari) dengan tambahan biaya relatif kecil,2026-08-15 11:58:00,18,False
SHP00053,UMKM_5741,Pekanbaru,Bogor,5.36,22,23,12,1.01,300000,Ekonomi,23000,3-5 Hari,7.67,0,1.5,True,"Gunakan Ekonomi karena tarif paling hemat (7.67% dari harga jual), hemat sekitar 25% dibanding opsi lain",2026-08-15 11:58:00,18,False
SHP00054,UMKM_1520,Medan,Pekanbaru,6.04,46,39,23,6.88,200000,Ekonomi,21000,3-5 Hari,10.5,0,3.7,True,"Gunakan Ekonomi karena tarif paling hemat (10.5% dari harga jual), hemat sekitar 69% dibanding opsi lain",2026-08-08 21:44:00,20,True
SHP00054,UMKM_1520,Medan,Pekanbaru,6.04,46,39,23,6.88,200000,Next Day,45000,1 Hari,22.5,24000,0.7,False,Next Day bukan pilihan optimal: ongkir 22.5% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-08 21:44:00,20,True
SHP00054,UMKM_1520,Medan,Pekanbaru,6.04,46,39,23,6.88,200000,Same Day,67000,Beberapa Jam,33.5,46000,0.0,False,Same Day bukan pilihan optimal: ongkir 33.5% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-08 21:44:00,20,True
SHP00054,UMKM_1520,Medan,Pekanbaru,6.04,46,39,23,6.88,200000,Reguler,28000,2-3 Hari,14.0,7000,2.2,False,Reguler bukan pilihan optimal: ongkir 14.0% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-08 21:44:00,20,True
SHP00055,UMKM_3286,Solo,Jakarta Pusat,7.14,30,29,21,3.04,15000,Reguler,28500,2-3 Hari,190.0,7000,2.2,False,Reguler bukan pilihan optimal: ongkir 190.0% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-06 14:43:00,37,True
SHP00055,UMKM_3286,Solo,Jakarta Pusat,7.14,30,29,21,3.04,15000,Same Day,68500,Beberapa Jam,456.67,47000,0.0,False,Same Day bukan pilihan optimal: ongkir 456.67% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-06 14:43:00,37,True
SHP00055,UMKM_3286,Solo,Jakarta Pusat,7.14,30,29,21,3.04,15000,Next Day,45500,1 Hari,303.33,24000,0.7,False,Next Day bukan pilihan optimal: ongkir 303.33% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-06 14:43:00,37,True
SHP00055,UMKM_3286,Solo,Jakarta Pusat,7.14,30,29,21,3.04,15000,Ekonomi,21500,3-5 Hari,143.33,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 143.33% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-06 14:43:00,37,True
SHP00056,UMKM_1750,Samarinda,Bandung,3.87,38,39,22,5.43,35000,Ekonomi,17000,3-5 Hari,48.57,0,3.0,False,Ekonomi bukan pilihan optimal: ongkir 48.57% dari harga jual dengan selisih waktu 3.0 hari dari opsi tercepat,2026-09-07 20:40:00,32,True
SHP00056,UMKM_1750,Samarinda,Bandung,3.87,38,39,22,5.43,35000,Next Day,36000,1 Hari,102.86,19000,0.0,False,Next Day bukan pilihan optimal: ongkir 102.86% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-09-07 20:40:00,32,True
SHP00057,UMKM_6574,Makassar,Denpasar,5.43,20,20,31,2.07,200000,Ekonomi,22500,3-5 Hari,11.25,0,1.5,True,"Gunakan Ekonomi karena tarif paling hemat (11.25% dari harga jual), hemat sekitar 25% dibanding opsi lain",2026-08-19 19:52:00,36,True
SHP00057,UMKM_6574,Makassar,Denpasar,5.43,20,20,31,2.07,200000,Reguler,30000,2-3 Hari,15.0,7500,0.0,True,Gunakan Reguler karena estimasi tercepat (2-3 Hari) dengan tambahan biaya relatif kecil,2026-08-19 19:52:00,36,True
SHP00058,UMKM_4611,Yogyakarta,Denpasar,1.1,35,37,37,7.99,15000,Same Day,96000,Beberapa Jam,640.0,66000,0.0,False,Same Day bukan pilihan optimal: ongkir 640.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-09-12 21:26:00,4,False
SHP00058,UMKM_4611,Yogyakarta,Denpasar,1.1,35,37,37,7.99,15000,Ekonomi,30000,3-5 Hari,200.0,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 200.0% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-09-12 21:26:00,4,False
SHP00059,UMKM_1750,Bekasi,Padang,3.65,13,16,22,0.76,300000,Reguler,21000,2-3 Hari,7.0,0,2.2,True,"Gunakan Reguler karena tarif paling hemat (7.0% dari harga jual), hemat sekitar 58% dibanding opsi lain",2026-08-09 16:28:00,32,True
SHP00059,UMKM_1750,Bekasi,Padang,3.65,13,16,22,0.76,300000,Same Day,50500,Beberapa Jam,16.83,29500,0.0,False,Same Day bukan pilihan optimal: ongkir 16.83% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-09 16:28:00,32,True
SHP00060,UMKM_1711,Semarang,Manado,1.44,45,10,40,3.0,150000,Reguler,16500,2-3 Hari,11.0,4000,2.2,False,Reguler bukan pilihan optimal: ongkir 11.0% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-06 14:53:00,8,False
SHP00060,UMKM_1711,Semarang,Manado,1.44,45,10,40,3.0,150000,Same Day,39500,Beberapa Jam,26.33,27000,0.0,False,Same Day bukan pilihan optimal: ongkir 26.33% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-06 14:53:00,8,False
SHP00060,UMKM_1711,Semarang,Manado,1.44,45,10,40,3.0,150000,Ekonomi,12500,3-5 Hari,8.33,0,3.7,True,"Gunakan Ekonomi karena tarif paling hemat (8.33% dari harga jual), hemat sekitar 68% dibanding opsi lain",2026-08-06 14:53:00,8,False
SHP00061,UMKM_2674,Banjarmasin,Medan,4.17,27,23,35,3.62,200000,Next Day,40000,1 Hari,20.0,15000,0.7,False,Next Day bukan pilihan optimal: ongkir 20.0% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-16 21:35:00,10,False
SHP00061,UMKM_2674,Banjarmasin,Medan,4.17,27,23,35,3.62,200000,Same Day,60000,Beberapa Jam,30.0,35000,0.0,False,Same Day bukan pilihan optimal: ongkir 30.0% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-16 21:35:00,10,False
SHP00061,UMKM_2674,Banjarmasin,Medan,4.17,27,23,35,3.62,200000,Reguler,25000,2-3 Hari,12.5,0,2.2,True,"Gunakan Reguler karena tarif paling hemat (12.5% dari harga jual), hemat sekitar 58% dibanding opsi lain",2026-08-16 21:35:00,10,False
SHP00062,UMKM_5554,Jakarta Utara,Medan,6.23,36,20,37,4.44,75000,Ekonomi,23000,3-5 Hari,30.67,0,3.7,False,Ekonomi bukan pilihan optimal: ongkir 30.67% dari harga jual dengan selisih waktu 3.7 hari dari opsi tercepat,2026-08-01 16:46:00,20,True
SHP00062,UMKM_5554,Jakarta Utara,Medan,6.23,36,20,37,4.44,75000,Reguler,31000,2-3 Hari,41.33,8000,2.2,False,Reguler bukan pilihan optimal: ongkir 41.33% dari harga jual dengan selisih waktu 2.2 hari dari opsi tercepat,2026-08-01 16:46:00,20,True
SHP00062,UMKM_5554,Jakarta Utara,Medan,6.23,36,20,37,4.44,75000,Next Day,49500,1 Hari,66.0,26500,0.7,False,Next Day bukan pilihan optimal: ongkir 66.0% dari harga jual dengan selisih waktu 0.7 hari dari opsi tercepat,2026-08-01 16:46:00,20,True
SHP00062,UMKM_5554,Jakarta Utara,Medan,6.23,36,20,37,4.44,75000,Same Day,74500,Beberapa Jam,99.33,51500,0.0,False,Same Day bukan pilihan optimal: ongkir 99.33% dari harga jual dengan selisih waktu 0.0 hari dari opsi tercepat,2026-08-01 16:46:00,20,True
